"company_name","mth_yr","has_second","no_second"
"Aventa Technologies","Sep-2012",0,1
"Aventura","Sep-2013",0,1
"Aventura HQ","Sep-2011",1,0
"Aver Informatics","Oct-2010",1,0
"Averail","Mar-2012",1,0
"Aviacomm","May-2013",0,1
"Avid Radiopharmaceuticals","Jan-2005",1,0
"AvidBiotics","Nov-2007",0,1
"Avieon","Jul-2007",0,1
"Aviga Systems","Jun-2008",0,1
"Aviir","Aug-2007",0,1
"Avnera","Oct-2005",1,0
"","Apr-2012",0,1
"Avosoft","Jan-2010",0,1
"Avot Media","Jan-2007",0,1
"Avvo","Jan-2006",0,1
"Aware Labs","Jul-2007",0,1
"AwarenessHub","Jul-2007",0,1
"AwayFind","Apr-2010",1,0
"AwesomeTouch","Jun-2011",0,1
"AwesomenessTV","Aug-2012",0,1
"Axcient","May-2009",1,0
"Axerion Therapeutics","Apr-2010",0,1
"Axial Biotech","Mar-2005",0,1
"Axial Market","Nov-2010",1,0
"Axikin Pharmaceuticals","Jan-2009",0,1
"AxoGen","Oct-2011",1,0
"Axonia Medical","May-2012",0,1
"Axxia Pharmaceuticals","Mar-2012",0,1
"Ayannah","Jan-2008",1,0
"Ayasdi","Jun-2012",1,0
"Ayeah Games","Aug-2010",1,0
"Ayla Networks","Jun-2013",0,1
"Aylus Networks","Jan-2005",0,1
"Azelon Pharmaceuticals","Mar-2012",1,0
"Azingo","Oct-2006",0,1
"AzoogleAds","Jan-2005",0,1
"Aztek Networks","Sep-2006",0,1
"Azuki Systems","Sep-2007",0,1
"Azumio","Jul-2011",0,1
"B&W Tek","Jan-2005",0,1
"B-Side Entertainment","Oct-2006",0,1
"B-hive Networks","Aug-2006",1,0
"BA Insight","Sep-2010",0,1
"BAM Labs","Nov-2012",1,0
"BAROnova","Jan-2006",0,1
"BATTERIES & BANDS","Dec-2012",0,1
"BBC Easy","Jan-2012",0,1
"BBE","Jan-2008",0,1
"BBL Enterprises","Jan-2012",0,1
"BCKSTGR","May-2012",0,1
"BCR Environmental","Oct-2011",0,1
"BG Medicine","Apr-2001",1,0
"BIO Wellness","Jan-2011",0,1
"BISON","Jan-2012",1,0
"BL Healthcare","Mar-2011",0,1
"BLiNQ Media","Aug-2011",1,0
"BMRW & Associates","Jun-2009",1,0
"BO.LT","Feb-2010",0,1
"BOLD Guidance","Jun-2013",0,1
"BPG-Motors","Jan-2009",0,1
"BRD Motorcycles","Oct-2012",0,1
"BRIVAS TECHNOLOGIES","Jan-2013",1,0
"BStock Solutions","Feb-2009",0,1
"BULX","Jun-2010",0,1
"BUMP Network","May-2010",0,1
"BUSINESS INTELLIGENCE INTERNATIONAL","Dec-2012",0,1
"BYNDL","Dec-2011",0,1
"BYOUTIK","Aug-2012",0,1
"Bababoo","May-2011",0,1
"BabbaCo","Jun-2011",1,0
"Babberly","Sep-2012",0,1
"Babble","May-2009",1,0
"Baboo","Jan-2012",0,1
"BabyJunk, Inc","Jan-2013",0,1
"BabyList","Jun-2013",0,1
"BackOps","Nov-2012",1,0
"BackType","Jun-2008",1,0
"Backchannelmedia","Nov-2007",0,1
"Backplane","Aug-2011",0,1
"Backupify","Aug-2009",1,0
"Badgeville","Aug-2010",1,0
"Badgy","Jul-2012",0,1
"Badongo.com","Jan-2006",0,1
"Bag Borrow or Steal","Jun-2007",1,0
"BakedCode","Jun-2011",0,1
"Balance Financial","Sep-2011",0,1
"Balanced","Nov-2012",1,0
"Balihoo","Oct-2006",1,0
"Bamboom Labs","Apr-2011",0,1
"Band Metrics","Nov-2008",1,0
"BandPage","Jul-2010",1,0
"Bandcamp","Dec-2010",0,1
"Bandgap Engineering","Dec-2007",0,1
"Bandsintown","Apr-2009",1,0
"Banjo","Aug-2010",0,1
"Bantam Live","Dec-2008",1,0
"Banyan Biomarkers","Jun-2013",0,1
"Banyan Branch","Oct-2011",0,1
"Bare Tree Media","Feb-2013",0,1
"Barkbox","Jul-2012",0,1
"BaroFold","Aug-2012",1,0
"Barspace","Dec-2010",0,1
"Basis Science","Mar-2011",0,1
"Basys","Oct-2011",0,1
"BatesHook","Jan-2009",0,1
"Baton Rouge Vascular Access","Nov-2011",0,1
"BaubleBar","Nov-2010",1,0
"BayRu","Jan-2009",0,1
"Baydin","Apr-2011",1,0
"Baynote","Mar-2005",0,1
"Bazaarvoice","May-2006",0,1
"Bazinga","Jan-2013",1,0
"Be Here","Jan-2005",0,1
"Be Sport","Jun-2011",0,1
"BeFunky","Jan-2007",1,0
"BeTheBeast","Aug-2011",1,0
"BeThereRewards","Dec-2006",0,1
"BeachMint","Jun-2010",0,1
"Beagle Bioproducts","Apr-2012",0,1
"Beam Technologies","Feb-2012",1,0
"Beatrobo","Apr-2012",0,1
"Beats Electronics","Mar-2013",0,1
"Beauteeze.com","Mar-2013",0,1
"BeautyStat.com","May-2013",0,1
"Beautylish","Sep-2011",1,0
"Bebo","May-2006",0,1
"Beckett & Robb","Dec-2012",0,1
"Become","Sep-2004",0,1
"Bedloo","Jun-2013",1,0
"Bee Cave Games","Jul-2013",0,1
"Beeminder","Mar-2012",0,1
"Beetailer","Mar-2011",0,1
"Beezag","Jan-2008",1,0
"Before the Call","Apr-2006",0,1
"Behance","May-2012",0,1
"Behavio","Jun-2012",0,1
"Behind the Burner","Jan-2008",0,1
"BeliefNet","Jun-2005",0,1
"BeliefNetworks","Dec-2008",0,1
"Bell Biosystems","May-2012",1,0
"BellaDati","Dec-2012",0,1
"Bellbrook Labs","Jun-2012",0,1
"Bellicum Pharmaceuticals","Oct-2007",1,0
"Bellstrike","Apr-2011",0,1
"Belly","Aug-2011",1,0
"Belly Ballot","Oct-2011",0,1
"Ben Jen Online, LLC","Apr-2009",0,1
"Bench","Mar-2012",1,0
"BenchPrep","Dec-2010",0,1
"Benefitter","Feb-2013",1,0
"Benjamin's Desk","Jun-2013",0,1
"Bensata","Jan-2011",1,0
"Berkeley Design Automation","Dec-2002",0,1
"Berkley Networks","Nov-2012",0,1
"","Oct-2001",0,1
"Bespoke Global","Jun-2012",0,1
"Bespoke Post","Mar-2013",1,0
"Best Apps Market","May-2011",0,1
"BestVendor","Dec-2011",1,0
"Bestowed","Apr-2013",0,1
"BetaBrand","Apr-2011",0,1
"BetaUsersNow.com","Jan-2011",0,1
"Better ATM Services","Jun-2013",0,1
"Better Place","Dec-2008",1,0
"Better World Books","Jan-2012",0,1
"BetterCloud","May-2012",1,0
"BetterDoctor","May-2012",0,1
"BetterFit Technologies","Jun-2012",1,0
"BetterLesson","Sep-2011",0,1
"Betterfly","Sep-2010",1,0
"Betterment","Dec-2010",0,1
"BettrLife","Aug-2013",0,1
"Bettyvision","Sep-2012",1,0
"Betyah","May-2012",0,1
"Bevalley","Mar-2010",0,1
"Bevo Media","Jan-2008",0,1
"Bevvy","May-2011",0,1
"Bevy","Oct-2007",0,1
"BevyUp","Apr-2012",0,1
"Beyond Gaming","Aug-2010",1,0
"Beyond Lucid Technologies","Jun-2012",1,0
"Beyond the Box","Jun-2013",0,1
"Beyond.com","Mar-2007",0,1
"BiOptix Diagnostics","Mar-2009",0,1
"BiPar Sciences","Dec-2004",0,1
"Bib + Tuck","Jun-2013",0,1
"Bid Nerd","Feb-2010",0,1
"BidModo","Jul-2009",0,1
"Bidgely","Oct-2012",0,1
"Big Contacts","Jun-2006",0,1
"Big Frame","Jun-2012",0,1
"Big In Japan","Sep-2008",0,1
"Big Live","Apr-2010",1,0
"Big Stage","Mar-2007",0,1
"Big Switch Networks","Apr-2011",0,1
"Big Think","Jun-2007",0,1
"BigDoor","Oct-2009",0,1
"BigML","Aug-2013",0,1
"BigSwerve","May-2007",0,1
"BigTent Design","Jan-2008",0,1
"BigTime Software","Oct-2011",0,1
"BigTwist","Jan-2012",0,1
"Bigfoot Networks","May-2008",0,1
"Bill Me Later","Mar-2006",1,0
"Bill.com","Jan-2007",0,1
"BillFloat","Jan-2009",1,0
"BillGuard","May-2010",0,1
"BillShrink","Jul-2007",0,1
"Billeo","Apr-2006",0,1
"Billfish Software","Oct-2010",0,1
"BinWise","May-2012",0,1
"Bina Technologies","Mar-2012",0,1
"Binary Thumb","Jul-2013",0,1
"Binder Biomedical","Apr-2012",0,1
"Binfire","Jan-2010",1,0
"Binpress","Jul-2013",1,0
"BioAegis Therapeutics","Feb-2013",0,1
"BioAnalytical Systems","Aug-2012",0,1
"BioBeats","Aug-2013",0,1
"BioBehavioral Diagnostics","Jul-2012",0,1
"BioDigital","Sep-2013",0,1
"BioDrain Medical","Mar-2013",0,1
"BioElectronics","Nov-2012",0,1
"BioHorizons","Dec-2012",0,1
"BioInspire Technologies","Oct-2011",0,1
"BioLeap","Jan-2010",0,1
"BioNanovations","Aug-2012",0,1
"BioNex Solutions","May-2012",0,1
"BioPharma Manufacturing Solutions","Feb-2013",0,1
"BioPro Pharmaceutical","Oct-2005",0,1
"BioRegenerative Sciences","Jan-2010",0,1
"BioRelix","Jun-2007",0,1
"BioRestorative Therapies","Apr-2012",0,1
"BioSignia","Jul-2012",0,1
"BioStable","Dec-2008",0,1
"BioStratum","Aug-2011",0,1
"BioSurplus","Jul-2012",0,1
"BioVigilant Systems","May-2006",0,1
"BioWizard","Apr-2007",1,0
"Biocycle","Oct-2012",0,1
"Biodirection","Aug-2013",0,1
"Biofisica","Oct-2006",0,1
"Bioformix","Mar-2012",0,1
"Biogenic Reagents","Aug-2013",0,1
"Bioheart","Jun-2013",0,1
"Bioject Medical Technologies","Feb-2013",0,1
"Bionic Panda Games","Jan-2012",0,1
"Bioniz","Aug-2013",0,1
"Biowater Technology","Jul-2013",0,1
"Biozone Pharmaceuticals","Jan-2012",1,0
"Birch Tree Medical","Jan-2012",0,1
"Birchbox","Aug-2011",1,0
"Birdbox","May-2012",0,1
"Birdpost","Nov-2007",0,1
"Biscayne Pharmaceuticals","Jan-2013",0,1
"Biscotti","Jun-2013",1,0
"Bislr","Sep-2013",1,0
"Bit Cauldron","Mar-2010",0,1
"Bit9","Sep-2005",0,1
"BitGravity","Aug-2008",0,1
"BitGym","May-2011",0,1
"BitInstant","May-2013",0,1
"BitPass","Jul-2003",0,1
"BitPay","May-2013",1,0
"BitRhymes","Apr-2012",0,1
"BitSight Technologies","Jun-2013",0,1
"BitTorrent","Sep-2005",0,1
"BitWall","Jun-2013",0,1
"BitWave","Jan-2004",0,1
"Bitcasa","Jun-2012",1,0
"Bitcast","Jun-2013",0,1
"Bitglass","Mar-2013",0,1
"Bitium","Apr-2013",0,1
"Bitly","Jan-2008",1,0
"Bityota","Aug-2011",1,0
"Bitzer Mobile","Nov-2011",0,1
"Bitzio, Inc.","Jan-2012",0,1
"Bivio Networks","Nov-2000",1,0
"Bix","Jan-2006",0,1
"BizAnytime","Jul-2013",0,1
"BizBrag","Jan-2011",0,1
"BizGreet","Jan-2010",0,1
"BizXchange","Apr-2013",0,1
"Bizak","Nov-2007",0,1
"BizeeBee","Apr-2011",1,0
"Bizen","Mar-2011",1,0
"Bizible","Sep-2011",1,0
"Bizily","Jan-2010",0,1
"Bizmore","Jan-2007",0,1
"Bizness Apps","Nov-2010",0,1
"Bizzingo","Oct-2011",0,1
"Bizzuka","Jun-2007",0,1
"Blab Inc.","Jun-2012",0,1
"Black Duck Software","Jul-2004",0,1
"Black House","Sep-2013",0,1
"Black Sand Technologies","Jul-2007",0,1
"BlackArrow","Dec-2004",0,1
"BlackLocus","Jul-2011",0,1
"Blackaeon International","Apr-2012",1,0
"BlackbookHR","Sep-2011",0,1
"Blackfoot","Jun-2006",0,1
"Blackstrap","Sep-2011",0,1
"Blackwave","Dec-2006",0,1
"Blaze Bioscience","Jun-2012",1,0
"BlazeMeter","Dec-2011",0,1
"Blazent","Jan-2002",0,1
"Bleacher Report","Nov-2007",0,1
"Blekko","Sep-2007",0,1
"Blend Therapeutics","Jan-2012",0,1
"BlenderHouse","Jul-2008",0,1
"Bling Nation","Jul-2009",0,1
"Blinpick","Jan-2013",0,1
"Blip","Mar-2006",1,0
"Blippy","Apr-2010",1,0
"Blist","Feb-2008",0,1
"Blitsy","Jul-2013",0,1
"BlitzLocal","Jan-2006",0,1
"Bloc.io","May-2012",0,1
"BlockAvenue","Jun-2013",0,1
"BlockBeacon","Jun-2012",0,1
"Blockboard","May-2010",0,1
"Blog Talk Radio","Jun-2008",1,0
"BlogHer","Jul-2007",0,1
"BlogRadio","Dec-2009",0,1
"Blogic","Jun-2011",0,1
"Bloodhound","Aug-2011",1,0
"Bloom Health","Jan-2010",0,1
"Bloom.com","Mar-2012",0,1
"BloomReach","Sep-2008",0,1
"Bloomfire","Mar-2012",1,0
"Bloomspot","Sep-2010",1,0
"Bloson","Jan-2009",0,1
"Blossom Coffee","Apr-2013",1,0
"Blowtorch","Nov-2007",0,1
"Blu Homes","Sep-2012",0,1
"Blue Apron","Feb-2013",0,1
"Blue Box","Jan-2013",0,1
"Blue Flame Data","Jun-2005",0,1
"Blue Frog Gaming","Jun-2007",1,0
"Blue Jeans Network","Nov-2009",0,1
"Blue Lava Group","Aug-2005",0,1
"Blue Lava Technologies","Dec-2007",1,0
"Blue Marble Energy","Feb-2011",0,1
"Blue Ridge Networks","Dec-2011",0,1
"Blue River Technology","Nov-2012",1,0
"Blue Spark Technologies","Mar-2007",0,1
"Blue Tornado","Sep-2012",0,1
"BlueCava","Feb-2013",1,0
"BlueData Software","Feb-2013",0,1
"BlueKai","Apr-2008",0,1
"BlueKite","Jan-2013",0,1
"BlueLithium","Feb-2005",0,1
"BlueLock","May-2007",0,1
"BlueNote Networks","Sep-2005",0,1
"BluePoint Energy","Apr-2008",0,1
"","Jun-2011",0,1
"BlueSprig","Dec-2011",0,1
"BlueStacks","May-2011",0,1
"BlueStripe Software","Jan-2007",0,1
"BlueSwarm","Jul-2010",0,1
"BlueTree Network","Jan-2013",0,1
"Bluebox Now!","Nov-2011",0,1
"Bluechilli","Jul-2013",0,1
"Bluefin Labs","Oct-2010",1,0
"Bluenog","Feb-2008",0,1
"Blueprint Medicines","Apr-2011",0,1
"Blueseed","Dec-2012",1,0
"Bluespec","Jan-2012",0,1
"Bluestem Brands","Jul-2012",0,1
"Bluetrain Mobile","Apr-2013",0,1
"Blume Distillation","Mar-2013",0,1
"Blurb","May-2005",0,1
"Blurtt","Jul-2011",0,1
"BoardEvals","Aug-2008",0,1
"BoardProspects","Feb-2012",0,1
"Boardvote Inc.","Mar-2012",0,1
"Boardwalktech","Oct-2006",0,1
"Boatbound","Jun-2013",0,1
"Bobber Interactive Corporation","Sep-2011",0,1
"BodeTree","Apr-2013",0,1
"BodyClocks Australia","Jul-2013",0,1
"BodyShopBids","Sep-2011",1,0
"Bolster","Jan-2012",0,1
"Bombfell","Apr-2012",1,0
"Bomgar","Oct-2005",0,1
"Bomoda","Aug-2012",0,1
"Bondsy","Jul-2012",1,0
"Bonfaire","Sep-2012",0,1
"Bonfyre","Mar-2012",1,0
"Bonobos","Apr-2009",1,0
"BooRah","Jan-2007",0,1
"Book Buyback","Sep-2010",0,1
"BookBag","Dec-2012",0,1
"BookFresh","Jul-2009",0,1
"BookRenter.com","Nov-2009",0,1
"BookTour","Apr-2009",0,1
"Booker","Oct-2011",0,1
"Bookigee","Oct-2012",0,1
"Booking Angel","Aug-2007",0,1
"BookingMarkets (Dashbell)","Aug-2012",1,0
"BookingPal","Sep-2013",0,1
"Booklr","Jan-2011",0,1
"Boom Financial","Jul-2008",0,1
"BoomBotix","May-2012",0,1
"Boomdizzle Networks","Apr-2008",0,1
"Boomi","Jan-2002",0,1
"Boomr","Jan-2011",0,1
"Boomset","Apr-2012",1,0
"Booshaka","Jul-2012",0,1
"BoostCTR","Sep-2011",1,0
"Boosted Boards","Aug-2012",1,0
"Boosterville","Feb-2013",0,1
"Booyah","Apr-2008",0,1
"Borrego Solar Systems","Apr-2009",0,1
"BostInnovation","Jun-2011",0,1
"Boston Power","Nov-2006",0,1
"Bottlenose","Jul-2013",1,0
"Boulder Imaging","Apr-2013",0,1
"Boulder Ionics","Apr-2012",0,1
"Boulder Wind Power","Feb-2011",0,1
"Bounce Exchange","Jun-2013",0,1
"Boundary","Nov-2011",0,1
"Boundless","Apr-2011",1,0
"Boundless Geo","May-2013",0,1
"Bountii","Jun-2007",0,1
"BountyJobs","Jan-2006",0,1
"Bountysource","Jul-2013",0,1
"Box","Oct-2006",0,1
"BoxCast","Jul-2013",0,1
"Boxbe","Jan-2007",0,1
"Boxbee","May-2013",0,1
"Boxfish","Jul-2011",0,1
"Bradford Networks","Aug-2006",0,1
"Brain Sentry","Apr-2012",0,1
"Brain Synergy Institute","Mar-2013",0,1
"Brain Tunnelgenix Technologies","May-2013",0,1
"BrainBot","May-2011",0,1
"BrainStorm Cell Therapeutics","Jul-2012",0,1
"Brainloop","Jul-2007",0,1
"Braintree","Jun-2011",0,1
"Bramasol","Jun-2012",1,0
"Branch","Mar-2012",0,1
"BranchOut","Sep-2010",0,1
"Brand Networks","Jun-2013",0,1
"Brand Thunder","Jun-2008",1,0
"Brand.net","Nov-2007",0,1
"BrandAds","Oct-2011",0,1
"BrandFiesta","Apr-2011",0,1
"BrandYourself","Jan-2010",1,0
"Brandcast","Jan-2013",1,0
"Brandfolder","May-2013",1,0
"Branding Brand","Oct-2012",0,1
"Brandizi","Jan-2013",0,1
"Brandle","Feb-2013",1,0
"Brass Monkey","Jan-2012",0,1
"BraveNewTalent","Mar-2010",1,0
"Bread","Jan-2011",1,0
"Break Media","Jul-2007",0,1
"BreakMedia","Jul-2007",0,1
"BreakTheCrates.com","Aug-2007",0,1
"Breakthrough Behavioral","Aug-2012",1,0
"Breaktime Studios","Mar-2012",0,1
"Breather","Jun-2013",1,0
"Breathometer, Inc.","Sep-2013",1,0
"Breezeworks","Jun-2013",0,1
"Breezy","Mar-2011",0,1
"Breker Verification Systems","Jul-2012",0,1
"Brevado","Aug-2013",0,1
"Brevity","Jan-2012",0,1
"BrickTrends","Aug-2013",0,1
"Brickfish","Jul-2010",0,1
"Bridge Energy Group","Sep-2011",0,1
"Bridgeline Digital","Jun-2013",1,0
"Bridgevine, Inc.","Dec-2005",1,0
"Bright Media Corporation","Jun-2012",0,1
"Bright Pattern","Oct-2010",1,0
"BrightBox Technologies","Feb-2013",0,1
"BrightBytes","Jul-2013",1,0
"BrightDoor Systems","Apr-2007",0,1
"BrightEdge","Aug-2008",0,1
"BrightFarms","Dec-2011",0,1
"BrightNest","Nov-2011",0,1
"BrightQube","May-2007",1,0
"BrightRoll","Nov-2006",1,0
"BrightScope","May-2008",0,1
"BrightSide Software","Jan-2007",0,1
"BrightSource Energy","Nov-2006",0,1
"BrightTag","Aug-2010",0,1
"BrightWhistle","Jul-2011",1,0
"Brightbox","Aug-2013",0,1
"Brightcove","Mar-2005",0,1
"Brighter.com","Jan-2011",0,1
"Brightkite","Aug-2007",1,0
"Brightpearl","Jun-2010",1,0
"Brightstorm","Oct-2008",0,1
"Brill Street","Nov-2007",0,1
"Brilliant Telecommunications","Feb-2007",0,1
"Bring Light","Dec-2006",0,1
"BringIt","Jul-2010",1,0
"Brit + Co.","Jun-2013",1,0
"Britely","Sep-2009",1,0
"Broadchoice","Jan-2008",0,1
"Bromium","Jun-2011",0,1
"Browsercast.com","Dec-2006",0,1
"Browserling","Mar-2011",0,1
"Browster","Jan-2006",0,1
"BubbleNoise","Jan-2008",0,1
"Buccaneer","Jul-2013",0,1
"BucketFeet","Nov-2010",1,0
"Buddy","May-2012",0,1
"BuddyTV","Jul-2007",1,0
"Budge","Jun-2012",0,1
"BudgetSimple","Jun-2013",0,1
"Bueda","Jan-2008",0,1
"Buffer","Dec-2011",0,1
"Bug Labs","Apr-2006",0,1
"Bugcrowd","Dec-2012",0,1
"Buggl","Mar-2012",0,1
"Bugsnag","Sep-2013",0,1
"BuildMyMove","Jan-2011",0,1
"BuildZoom","Jun-2013",1,0
"BuildersCloud","Aug-2013",0,1
"BuildingLayer","Jun-2011",0,1
"BuildingSearch.com","Jan-2008",0,1
"Bulldog Solutions","Mar-2007",0,1
"Bullet Biotechnology","Jul-2013",0,1
"Bulu Box","Sep-2012",0,1
"Bump Technologies","Jun-2009",1,0
"Bumpr","Mar-2009",0,1
"Bunchball","Oct-2006",0,1
"Bundle It","Apr-2011",1,0
"Bungee Labs","Sep-2005",0,1
"Bunndle","Jul-2010",0,1
"Bureau Of Trade","Sep-2012",0,1
"Burner","Sep-2013",1,0
"Burning Sky Software","Jan-2010",0,1
"Burstly","Mar-2010",0,1
"Busca Corp","Jan-2008",0,1
"Business Insider","Jul-2008",0,1
"Business Texter","Aug-2013",0,1
"BusinessCard2","Jan-2007",1,0
"BusinessElite","Jun-2009",0,1
"Bustle","Aug-2013",0,1
"BusyEvent","Feb-2012",0,1
"BusyLife Software","Apr-2013",0,1
"Butter Systems","Aug-2013",0,1
"Buttercoin","Aug-2013",1,0
"Buxfer","Jan-2007",1,0
"BuyMyTronics.com","Jan-2007",0,1
"BuyWithMe","Jan-2010",0,1
"BuyerCurious","Oct-2012",0,1
"BuyerMLS","Jun-2013",0,1
"BuysideFX","May-2012",0,1
"Buysight","Nov-2008",1,0
"Buzz All Stars","Sep-2011",0,1
"Buzz Referrals","Dec-2011",1,0
"BuzzDash","Sep-2006",0,1
"BuzzFeed","Jul-2008",0,1
"BuzzStream","May-2008",0,1
"BuzzTable","Jun-2011",1,0
"BuzzVote","Jan-2010",0,1
"Buzzd","Oct-2008",1,0
"Buzzient","Aug-2011",0,1
"Buzztala","Feb-2012",0,1
"Buzzwire","Jul-2007",0,1
"ByAllAccounts","Feb-2008",0,1
"Byliner","Jul-2012",1,0
"Bypass Mobile","Aug-2010",1,0
"ByteShield","Jul-2008",0,1
"BzzAgent","Jan-2004",0,1
"C-Vibes","Jan-2011",0,1
"C2FO","Sep-2012",0,1
"C3","May-2013",0,1
"C3Nano","Feb-2011",0,1
"C7 Group","Aug-2010",0,1
"CADFORCE","Feb-2006",0,1
"CAPPTURE","Jul-2012",0,1
"CARDFREE","Dec-2012",0,1
"CATASYS","Sep-2011",1,0
"CCTV Wireless","Apr-2007",0,1
"CE Interactive","Jan-2005",1,0
"CENTRI Technology","Jun-2012",1,0
"CEYX","Jan-2005",0,1
"CFO.com","Dec-2012",0,1
"CHARGED.fm","Oct-2012",0,1
"CHIC.TV","Jan-2006",0,1
"CHNL","Jun-2011",0,1
"CHSI Technologies","Jan-2010",0,1
"CITTIO","Mar-2005",0,1
"CLK Design Automation","Jan-2005",0,1
"CMP.LY","Mar-2011",1,0
"CNS Response","Dec-2012",0,1
"CO Everywhere","Jun-2013",0,1
"CONSTRVCT","Feb-2013",0,1
"COPsync","May-2012",0,1
"CPUsage","Oct-2011",0,1
"CPower","Sep-2007",0,1
"CRAM Worldwide","Jul-2011",0,1
"CRAVE","Sep-2013",1,0
"CREOpoint","Feb-2010",0,1
"CRI Technologies","Sep-2007",0,1
"CRIX Labs","Jun-2013",0,1
"CRM Software","Apr-2013",0,1
"CROSSROADS SYSTEMS","Aug-2012",0,1
"CS-Keys","Jan-2008",0,1
"CSA Medical","Jan-2011",0,1
"CSIdentity","Oct-2006",0,1
"CSRware","Dec-2011",0,1
"CTMG","Jan-2012",0,1
"CUPR","Mar-2010",0,1
"CUneXus Solutions","Aug-2008",1,0
"CV-Sight","Apr-2012",0,1
"CVAC Systems, Inc","Jan-2012",0,1
"CX","Jan-2009",0,1
"CYPHER","May-2012",0,1
"Cabana","Apr-2011",0,1
"Cache IQ","Jul-2012",1,0
"Cadence Biomedical","Apr-2012",0,1
"Cafe Press","May-2001",1,0
"CafeBots","Oct-2010",0,1
"CafeMom","Aug-2007",0,1
"Cake Financial","Jan-2007",1,0
"Cake Health","May-2011",0,1
"CakeStyle","Aug-2012",0,1
"CalStar Products","Nov-2008",0,1
"CalciMedica","Jul-2007",0,1
"California Institute for Quantitative Biosciences","Oct-2009",0,1
"California Interactive Technologies","Nov-2011",0,1
"Calista Technologies","Jan-2007",0,1
"Calistoga Pharmaceuticals","Mar-2007",0,1
"Calithera Biosciences","Jul-2010",0,1
"Call Loop","Sep-2011",0,1
"CallFire","May-2005",0,1
"CallMD","Jan-2012",0,1
"Callaway Digital Arts","Nov-2010",0,1
"Callidus Biopharma","May-2013",1,0
"Callision","Mar-2011",1,0
"CallsFreeCalls","Jan-2013",0,1
"Callvine","Feb-2010",0,1
"Calm","Feb-2013",0,1
"Calpont Corporation","Feb-2012",0,1
"Calxeda","Aug-2011",1,0
"Calypso Wireless","Oct-2011",0,1
"Cambridge Endoscopic Devices","Aug-2012",0,1
"Camino Real","Jun-2012",0,1
"CampEasy","Jun-2012",0,1
"Campalyst","Mar-2012",1,0
"CampuScene","Nov-2012",0,1
"Campus Cellect","Jul-2012",0,1
"Campus Direct","Oct-2009",0,1
"Campus Explorer","Aug-2007",0,1
"Campus Shift","May-2012",0,1
"CampusBookRentals","Aug-2011",0,1
"CampusTap","May-2013",1,0
"CanWeNetwork","Mar-2012",0,1
"Canary Calendar","Jan-2012",0,1
"Canaryhop","Feb-2012",1,0
"Candi Controls","Jan-2012",0,1
"Canopy Labs","Dec-2012",0,1
"Cantimer","Mar-2008",0,1
"Canvas","Mar-2009",1,0
"Canvas Networks","May-2010",1,0
"CapLinked","Mar-2011",1,0
"CapRally","Oct-2012",0,1
"Cape City Command","Aug-2013",0,1
"Capigami","Jan-2012",0,1
"Capricor","Dec-2010",0,1
"Capriza","Jul-2011",0,1
"CapsoVision","Oct-2012",0,1
"Capstory","Jul-2012",0,1
"Captimo","Jan-2011",1,0
"Captricity","May-2013",0,1
"CaptureProof","May-2013",0,1
"Capzles","Jun-2008",0,1
"Car Advisory Network","Mar-2008",0,1
"Car Guy Nation","Jan-2013",0,1
"CarDomain Network","Jun-2007",0,1
"CarWoo!","Dec-2011",1,0
"CarZen","May-2008",0,1
"Carbolytic Materials","Nov-2008",0,1
"Carbon Ads","Apr-2010",0,1
"CarbonFlow","Jul-2008",0,1
"Carbonetworks","Jul-2008",0,1
"Carbonite","Dec-2006",1,0
"CardFlight","Jun-2013",0,1
"CardSpring","May-2011",1,0
"CardStar","Oct-2010",1,0
"Cardagin Networks","Jul-2011",0,1
"CardiAQ Valve Technologies","Jan-2010",1,0
"Cardia","Jun-2013",1,0
"Cardiac Insight","Nov-2011",0,1
"Cardiio","Jan-2012",0,1
"Cardinal Blue Software","Aug-2013",0,1
"Cardiorobotics","Sep-2009",0,1
"Cardioxyl Pharmaceuticals","Dec-2006",0,1
"Cardpool","Jan-2009",1,0
"Care Thread","Apr-2013",0,1
"Care at Hand","Jun-2012",0,1
"Care.com","May-2007",0,1
"CareCloud","Jan-2010",1,0
"CareFlash","Aug-2007",0,1
"CareKinesis","Oct-2010",0,1
"CareParent","Jul-2007",0,1
"CarePartners Plus","Mar-2012",0,1
"CareSimply","Nov-2012",0,1
"CareView Communications","Apr-2013",0,1
"CareXtend","Apr-2013",0,1
"Career Athletes","Nov-2011",0,1
"CareerStarter","Jan-2013",0,1
"Careerminds Group","Sep-2010",0,1
"CareinSync","Jun-2012",0,1
"Caremerge","Jul-2013",0,1
"Carena","Jun-2012",0,1
"Careport Health","Aug-2012",0,1
"Carhoots.com","Sep-2013",0,1
"Cariloop","Sep-2013",0,1
"Caring.com","Sep-2007",0,1
"Carlotz","Mar-2012",0,1
"Carlson Wireless","Oct-2012",0,1
"Carmell Therapeutics","Apr-2011",0,1
"Carmenta Bioscience","Aug-2013",0,1
"Carmolex,","May-2012",0,1
"Carnegie Speech","Oct-2009",0,1
"Carnival","Aug-2013",0,1
"CaroGen","Sep-2013",0,1
"Carrier IQ","Aug-2006",0,1
"Carrier Mobile","May-2009",0,1
"Carrot Medical","Jun-2009",1,0
"CartCrunch","Dec-2011",1,0
"CartRescuer","Feb-2013",0,1
"Cartasite","Mar-2007",1,0
